web_name,minutes,total_points,selected_by_percent
Patrício,90.0,8.333333333333334,9.2
Lloris,90.0,6.666666666666667,3.5
Schmeichel,90.0,6.666666666666667,14.1
de Gea,90.0,6.333333333333333,11.4
Pope,90.0,5.666666666666667,16.9
