assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,123,100,100,2,60706,0,0,-3,3,0.0,0,1,0.0,1.4,0,Adrián,0.4,9,0,11.3,526,False,112.8,783,,2019-08-16T11:00:10.760553Z,42,0,0,0,60706.jpg,2.5,0,16,San Miguel del Castillo,2.5,False,None,a,10,14,0.0,25,609998,866,542892,5591,0.1,6.0,Adrián,1
0,0,0,None,None,0,11948,0,0,-2,2,0.0,0,1,0.0,1.0,0,Andy,0.0,0,0,0.0,530,False,0.0,0,,None,43,0,0,0,11948.jpg,0.0,0,0,Lonergan,0.0,False,None,a,10,14,0.0,0,2176,4,2681,21,0.0,0.0,Lonergan,0
0,0,0,100,100,0,200720,0,0,-1,1,0.0,0,1,0.0,1.0,0,Caoimhin,0.0,0,0,0.0,531,False,0.0,0,,2019-11-13T16:30:17.640123Z,44,0,0,0,200720.jpg,0.0,0,0,Kelleher,0.0,False,None,a,10,14,0.0,0,969,16,1293,31,0.0,0.0,Kelleher,0
0,0,0,100,100,0,444884,0,0,0,0,0.0,0,3,0.0,1.0,0,Harvey,0.0,0,0,0.0,550,False,0.0,0,,2019-11-13T16:30:17.659021Z,45,0,0,0,444884.jpg,0.0,0,0,Elliott,0.0,False,None,a,10,14,0.0,0,661,56,446,40,0.0,0.0,Elliott,0
0,0,1,None,None,0,206915,0,0,0,0,2.8,0,3,0.0,1.5,0,Curtis,0.5,0,0,0.5,569,False,0.0,14,,None,45,0,0,0,206915.jpg,1.0,0,0,Jones,0.0,False,None,a,10,14,4.0,1,125,34,41,19,0.1,0.2,Jones,0
0,0,0,None,None,0,215136,0,0,0,0,0.0,0,2,0.0,2.1,0,Neco,0.0,0,0,0.0,575,False,0.0,0,,None,40,0,0,0,215136.jpg,0.0,0,0,Williams,0.0,False,None,a,10,14,0.0,0,395,395,83,83,0.0,0.0,Williams,0
0,0,56,0,0,1,146941,0,0,-2,2,27.4,0,2,0.0,0.0,0,Aymeric,0.0,3,0,10.9,202,False,63.0,306,Knee injury - Expected back 01 Feb,2019-08-31T15:00:12.277175Z,63,0,0,0,146941.jpg,2.2,0,0,Laporte,2.0,False,None,i,11,43,19.0,9,121551,169,553193,929,0.0,1.4,Laporte,1
2,3,245,100,100,3,58621,0,0,-2,2,177.9,1,2,2.3,2.3,6,Kyle,1.8,16,1,50.3,203,False,207.6,1177,,2019-10-19T19:00:18.236898Z,58,0,0,0,58621.jpg,3.2,0,0,Walker,11.8,False,None,a,11,43,116.0,45,570190,12509,1085742,8937,0.3,7.8,Walker,3
0,0,107,100,100,3,102826,0,0,-5,5,80.5,0,2,2.1,2.1,5,Benjamin,1.6,3,0,19.0,204,False,61.0,471,,2019-10-06T13:00:13.676629Z,55,0,0,0,102826.jpg,3.5,0,0,Mendy,0.7,False,None,a,11,43,48.0,21,171033,4340,156560,1515,0.3,3.8,Mendy,1
0,0,127,100,100,2,206325,0,0,-3,3,198.6,0,2,0.7,0.7,1,Oleksandr,0.2,9,0,37.4,206,False,126.8,590,,2019-10-22T21:00:12.926612Z,52,0,0,0,206325.jpg,2.4,0,0,Zinchenko,2.6,False,None,a,11,43,48.0,19,581316,715,1121503,1720,0.0,3.7,Zinchenko,0
0,0,146,0,0,2,97299,0,0,-2,2,33.3,0,2,0.0,0.0,0,John,0.6,12,0,20.5,207,False,123.4,699,Hamstring injury - Expected back 01 Jan,2019-12-08T19:30:16.036796Z,53,0,0,0,97299.jpg,2.2,0,0,Stones,1.1,False,None,i,11,43,48.0,20,88550,25,252592,4664,0.1,3.8,Stones,0
1,2,189,100,100,3,57410,0,0,-5,5,32.6,1,2,3.9,3.9,8,Nicolás,3.4,10,2,51.8,208,False,223.0,814,,2019-10-19T19:00:18.280515Z,50,0,0,0,57410.jpg,4.0,0,0,Otamendi,2.4,False,None,a,11,43,264.0,44,643016,11384,613290,2336,0.7,8.8,Otamendi,2
0,0,0,0,0,0,100180,0,0,0,0,0.0,0,2,0.0,0.0,0,Danilo Luiz,0.0,0,0,0.0,209,False,0.0,0,Joined Juventus on a permanent deal on 7/8.,2019-08-07T20:30:14.457427Z,50,0,0,0,100180.jpg,0.0,0,0,da Silva,0.0,False,None,u,11,43,0.0,0,522,14,5650,27,0.0,0.0,Danilo,0
3,6,287,25,0,2,37572,0,0,-3,3,161.1,2,4,0.0,0.0,0,Sergio,0.4,13,9,109.7,210,False,353.4,810,Groin Injury - 25% chance of playing,2019-11-23T19:30:19.368163Z,117,0,0,0,37572.jpg,6.0,0,0,Agüero,9.9,False,None,d,11,43,582.0,72,1343462,533,2046484,20377,0.0,6.2,Agüero,0
3,4,183,100,100,4,205651,0,0,1,-1,121.2,1,4,5.1,5.1,5,Gabriel Fernando,4.6,7,5,101.9,211,False,246.0,815,,2019-08-25T15:30:15.252763Z,96,0,0,0,205651.jpg,3.9,0,0,de Jesus,3.6,False,None,a,11,43,656.0,54,319098,18355,280627,9699,0.5,5.6,Jesus,1
0,2,282,100,75,6,121160,0,0,0,0,3.0,0,1,3.1,2.3,6,Ederson,2.6,16,0,32.4,212,False,321.8,1440,,2019-12-11T18:30:21.538746Z,60,0,0,0,121160.jpg,3.6,0,38,Santana de Moraes,13.9,False,None,a,11,43,0.0,58,815722,4180,1197977,15099,0.4,9.7,Ederson,3
0,0,16,100,100,0,33148,0,0,-2,2,0.0,0,1,0.5,0.5,0,Claudio,0.0,3,0,1.6,213,False,16.2,90,,2019-06-25T11:30:07.160148Z,48,0,0,0,33148.jpg,1.0,0,2,Bravo,0.3,False,None,a,11,43,0.0,1,9964,133,21852,314,0.0,0.2,Bravo,0
1,9,309,None,None,6,103955,0,0,-2,2,441.9,3,3,5.3,5.3,10,Raheem,4.8,18,9,193.4,214,True,472.8,1401,,None,118,0,0,0,103955.jpg,5.7,0,0,Sterling,24.5,False,None,a,11,43,1019.0,91,1716764,60446,2335357,30071,0.4,7.7,Sterling,4
11,16,471,100,100,7,61366,1,-1,8,-8,942.2,4,3,8.5,8.5,19,Kevin,8.0,13,6,202.9,215,True,602.0,1312,,2019-10-01T13:00:13.781598Z,103,0,0,0,61366.jpg,7.2,0,0,De Bruyne,41.3,False,None,a,11,43,483.0,116,3573601,227751,2037058,13800,0.8,11.4,De Bruyne,1
0,0,0,0,0,0,182156,0,0,-2,2,0.0,0,3,0.0,0.0,0,Leroy,0.0,0,0,0.0,216,False,0.0,0,Knee injury - Unknown return date,2019-08-04T23:30:16.051513Z,93,0,0,0,182156.jpg,0.0,0,0,Sané,0.2,False,None,i,11,43,0.0,0,1718,60,33702,110,0.0,0.0,Sané,0
6,9,259,None,None,3,103025,0,0,-2,2,330.0,3,3,5.1,5.1,1,Riyad,4.6,4,4,100.9,217,False,328.6,678,,None,83,0,0,0,103025.jpg,5.3,0,0,Mahrez,3.4,False,None,a,11,43,351.0,69,834099,5103,833611,10061,0.6,8.3,Mahrez,0
4,5,288,100,100,3,165809,0,0,-1,1,340.5,2,3,2.5,2.5,1,Bernardo Mota,2.0,16,5,128.0,218,False,384.8,933,,2019-11-13T14:30:18.982377Z,79,0,0,0,165809.jpg,4.4,0,0,Veiga de Carvalho e Silva,9.8,False,None,a,11,43,556.0,66,768672,7931,1778566,22761,0.3,8.4,Bernardo Silva,4
8,8,292,50,50,6,20664,-1,1,0,0,388.4,3,3,2.0,2.0,0,David,3.6,10,3,122.9,219,False,334.0,1010,Knock - 50% chance of playing,2019-12-10T22:00:14.810150Z,75,0,0,0,20664.jpg,5.3,0,0,Silva,6.6,False,None,d,11,43,506.0,79,1255292,1704,1177747,58390,0.5,10.4,David Silva,0
1,0,40,100,100,0,209244,0,0,-4,4,78.5,0,3,1.9,1.9,4,Phil,1.4,2,0,21.0,220,False,54.2,139,,2019-09-17T15:30:09.993154Z,51,0,0,0,209244.jpg,1.4,0,0,Foden,0.3,False,None,a,11,43,78.0,11,9688,1410,37318,305,0.3,2.2,Foden,0
0,0,190,None,None,5,27789,0,0,-3,3,43.7,0,3,2.5,2.5,2,Fernando,2.0,12,0,41.0,221,False,264.6,1123,,None,52,0,0,0,27789.jpg,1.8,1,0,Luiz Rosa,0.7,False,None,a,11,43,101.0,24,27671,1072,68699,914,0.4,4.6,Fernandinho,3
0,1,184,100,100,3,59859,0,0,-3,3,359.1,0,3,1.3,1.3,2,Ilkay,0.8,15,1,77.6,222,False,186.2,976,,2019-11-30T15:00:19.118909Z,52,0,0,0,59859.jpg,1.8,0,0,Gündogan,1.3,False,None,a,11,43,231.0,27,78962,1114,191716,1488,0.2,5.2,Gündogan,6
1,1,94,100,100,0,145235,0,0,-3,3,164.0,0,2,1.1,1.1,0,José Ángel,0.6,7,0,31.6,440,False,92.6,422,,2019-10-29T22:00:20.039411Z,47,0,0,0,145235.jpg,1.8,0,0,Esmorís Tasende,0.2,False,None,a,11,43,58.0,11,16396,695,19886,1110,0.1,2.3,Angeliño,1
1,3,266,100,100,5,220566,0,0,-1,1,253.4,0,3,4.1,4.1,2,Rodrigo,3.6,16,2,68.0,443,False,338.4,1151,,2019-11-23T19:30:19.850877Z,54,0,0,0,220566.jpg,2.9,0,0,Hernandez,1.1,False,None,a,11,43,89.0,44,133739,4045,172590,2261,0.7,8.1,Rodrigo,4
0,3,105,100,100,2,121145,0,0,-2,2,96.9,0,2,0.9,0.9,0,João Pedro Cavaco,0.4,3,0,24.8,518,False,90.0,397,,2019-08-09T13:00:15.096874Z,53,0,0,0,121145.jpg,3.2,0,0,Cancelo,0.9,False,None,a,11,43,61.0,19,115221,461,163317,2123,0.1,3.6,Cancelo,1
0,0,7,None,None,0,432656,0,0,0,0,0.6,0,2,0.7,0.7,0,Eric,0.2,1,0,1.0,544,False,9.8,32,,None,45,0,0,0,432656.jpg,1.0,0,0,Garcia,0.0,False,None,a,11,43,0.0,2,1373,94,1109,77,0.0,0.4,Garcia,0
0,0,0,None,None,0,17601,0,0,0,0,0.0,0,1,0.5,0.5,0,Scott,0.0,0,0,0.0,562,False,0.0,0,,None,40,0,0,0,17601.jpg,0.0,0,0,Carson,0.0,False,None,a,11,43,0.0,0,2961,322,830,155,0.0,0.0,Carson,0
0,5,249,100,100,2,214590,0,0,-2,2,147.3,0,2,2.5,2.5,4,Aaron,2.0,18,0,53.0,122,False,323.4,1340,,2019-09-30T19:00:19.435462Z,53,0,0,0,214590.jpg,2.3,0,0,Wan-Bissaka,15.1,False,None,a,12,1,58.0,35,668060,29638,1873319,9882,0.4,6.6,Wan-Bissaka,4
0,0,236,100,100,2,95658,0,0,-2,2,128.9,0,2,1.9,1.9,2,Harry,1.4,20,0,65.7,160,False,315.6,1530,,2019-11-08T01:00:10.281816Z,53,0,0,0,95658.jpg,2.1,0,0,Maguire,11.0,False,None,a,12,1,209.0,36,420793,12230,914938,9980,0.3,6.8,Maguire,2
0,0,0,0,0,0,55909,0,0,-2,2,0.0,0,2,0.0,0.0,0,Chris,0.0,0,0,0.0,223,False,0.0,0,Joined AS Roma on loan until the end of the season on 30/8. - Expected back 01 Jul,2019-08-30T19:00:16.913287Z,53,0,0,0,55909.jpg,0.0,0,0,Smalling,0.1,False,None,n,12,1,0.0,0,1670,17,16159,50,0.0,0.0,Smalling,0
0,0,136,100,100,1,18892,0,0,-1,1,315.3,0,2,1.1,1.1,0,Ashley,0.6,10,0,47.8,224,False,144.0,863,,2019-11-02T14:30:18.780871Z,54,0,0,0,18892.jpg,1.6,0,0,Young,0.4,False,None,a,12,1,18.0,18,18710,651,33078,596,0.1,3.3,Young,5
0,3,242,100,100,2,184667,0,0,-2,2,42.5,0,2,2.9,2.9,-1,Victor,2.4,19,1,37.2,225,False,288.0,1440,,2019-11-06T16:00:19.671750Z,53,1,0,0,184667.jpg,2.5,0,0,Lindelöf,1.3,False,None,a,12,1,41.0,40,65628,5657,81942,2586,0.5,7.5,Lindelöf,3
0,0,73,100,75,1,106760,0,0,-1,1,79.2,0,2,1.5,1.1,2,Luke,1.0,4,0,19.1,226,False,74.2,405,,2019-12-07T19:30:17.457155Z,54,0,0,0,106760.jpg,2.0,0,0,Shaw,0.6,False,None,a,12,1,40.0,14,32531,2771,125359,374,0.2,2.6,Shaw,1
0,0,9,0,0,0,58893,0,0,-2,2,1.9,0,2,0.0,0.0,0,Marcos,0.0,2,0,2.8,227,False,20.2,121,Muscle injury - Expected back 22 Dec,2019-11-22T11:30:18.673309Z,48,0,0,0,58893.jpg,1.0,0,0,Rojo,0.1,False,None,i,12,1,6.0,3,4723,1,11091,135,0.0,0.6,Rojo,1
0,0,0,0,0,0,197365,0,0,-1,1,0.0,0,2,0.0,0.0,0,Eric,0.0,0,0,0.0,228,False,0.0,0,Knee injury - Expected back 26 Dec,2019-07-26T12:00:09.210610Z,49,0,0,0,197365.jpg,0.0,0,0,Bailly,0.0,False,None,i,12,1,0.0,0,819,11,2610,21,0.0,0.0,Bailly,0
0,0,8,75,75,0,216051,0,0,-1,1,2.5,0,2,0.4,0.4,0,José Diogo,0.0,0,0,1.1,229,False,8.0,59,Lack of match fitness - 75% chance of playing,2019-10-06T18:00:16.956732Z,49,0,0,0,216051.jpg,1.0,0,0,Dalot Teixeira,0.1,False,None,d,12,1,0.0,1,1287,2,10450,39,0.0,0.2,Dalot,0
0,0,0,0,0,0,40002,0,0,-1,1,0.0,0,2,0.0,0.0,0,Matteo,0.0,0,0,0.0,230,False,0.0,0,Joined Parma on a permanent deal on 2/9,2019-09-02T10:00:09.526159Z,49,0,0,0,40002.jpg,0.0,0,0,Darmian,0.0,False,None,u,12,1,0.0,0,508,8,4721,25,0.0,0.0,Darmian,0
0,0,4,100,100,0,76359,0,0,-2,2,0.6,0,2,0.7,0.7,0,Phil,0.2,1,0,0.8,231,False,7.6,45,,2019-09-25T22:00:12.876760Z,48,0,0,0,76359.jpg,1.0,0,0,Jones,0.1,False,None,a,12,1,0.0,1,3645,165,11739,188,0.0,0.2,Jones,0
0,0,0,0,0,0,66749,0,0,0,0,0.0,0,4,0.0,0.0,0,Romelu,0.0,0,0,0.0,232,False,0.0,0,Joined Inter Milan on a permanent deal on 8/8,2019-08-08T16:00:18.534831Z,85,0,0,0,66749.jpg,0.0,0,0,Lukaku,0.3,False,None,u,12,1,0.0,0,1580,46,30395,104,0.0,0.0,Lukaku,0
5,20,371,100,100,3,176297,1,-1,6,-6,309.5,3,4,8.5,8.5,2,Marcus,8.0,18,10,154.3,233,True,511.8,1486,,2019-10-30T23:30:12.727095Z,91,0,2,0,176297.jpg,6.1,0,0,Rashford,27.5,False,None,a,12,1,721.0,103,2281668,139873,1731098,16913,0.9,11.4,Rashford,2
0,3,87,100,100,0,220688,0,0,-2,2,26.0,0,4,3.7,3.7,8,Mason,3.2,5,2,24.9,234,False,89.8,242,,2019-10-07T15:00:20.948895Z,43,0,0,0,220688.jpg,1.9,0,0,Greenwood,10.7,False,None,a,12,1,138.0,25,891900,40813,1227281,15022,0.7,5.8,Greenwood,0
0,5,259,100,100,2,51940,0,0,0,0,0.0,1,1,2.7,2.7,3,David,2.2,20,0,36.0,235,False,361.4,1530,,2019-10-15T20:30:15.609048Z,55,0,0,0,51940.jpg,3.1,0,50,de Gea,13.1,False,None,a,12,1,0.0,53,823613,11725,943674,11269,0.4,9.6,de Gea,1
0,0,0,None,None,0,42899,0,0,-2,2,0.0,0,1,0.5,0.5,0,Sergio,0.0,0,0,0.0,236,False,0.0,0,,None,48,0,0,0,42899.jpg,0.0,0,0,Romero,0.2,False,None,a,12,1,0.0,0,4502,39,10646,149,0.0,0.0,Romero,0
0,0,0,None,None,0,6744,0,0,-2,2,0.0,0,1,0.5,0.5,0,Lee,0.0,0,0,0.0,237,False,0.0,0,,None,48,0,0,0,6744.jpg,0.0,0,0,Grant,0.1,False,None,a,12,1,0.0,0,575,8,4227,52,0.0,0.0,Grant,0
2,0,67,0,0,1,74208,0,0,-1,1,168.0,0,3,0.0,0.0,0,Paul,0.0,5,0,33.4,238,False,98.6,450,Ankle injury - Unknown return date,2019-10-02T12:30:15.251342Z,84,0,1,0,74208.jpg,3.0,0,0,Pogba,3.0,False,None,i,12,1,67.0,15,276097,252,636855,1734,0.0,1.8,Pogba,0
3,4,127,100,100,3,148225,1,-1,2,-2,134.3,1,3,3.7,3.7,2,Anthony,3.2,11,4,81.6,239,False,242.0,858,,2019-12-04T10:30:19.453851Z,77,0,1,0,148225.jpg,4.9,0,0,Martial,7.2,False,None,a,12,1,437.0,54,1623616,52766,1606914,13744,0.4,7.0,Martial,1
0,0,0,0,0,0,37265,0,0,-2,2,0.0,0,3,0.0,0.0,0,Alexis,0.0,0,0,0.0,240,False,0.0,0,Joined Inter on loan until the end of the season on 29/8. - Expected back 01 Jul,2019-08-09T10:00:14.686303Z,68,0,0,0,37265.jpg,0.0,0,0,Sánchez,0.4,False,None,n,12,1,0.0,0,1229,15,43166,108,0.0,0.0,Sánchez,0
0,0,62,100,75,1,109322,0,0,-2,2,220.4,0,3,2.1,1.6,2,Jesse,1.6,10,0,46.1,241,False,60.6,695,,2019-12-11T12:00:19.450866Z,63,0,0,0,109322.jpg,1.4,0,0,Lingard,0.8,False,None,a,12,1,180.0,19,53841,1031,113148,890,0.3,3.0,Lingard,2
0,0,49,None,None,2,43670,0,0,-3,3,91.0,0,3,1.1,1.1,1,Juan,0.6,5,0,18.5,242,False,29.2,376,,None,62,0,0,0,43670.jpg,1.7,0,0,Mata,0.3,False,None,a,12,1,66.0,15,12735,200,31345,290,0.1,2.4,Mata,1
5,2,226,100,100,2,200617,0,0,1,-1,319.3,0,3,4.3,4.3,5,Daniel,3.8,19,3,102.4,243,False,330.2,1427,,2019-09-18T13:00:18.535186Z,61,0,0,0,200617.jpg,3.8,0,0,James,11.6,False,None,a,12,1,377.0,64,1626579,56765,1094317,14541,0.6,10.5,James,3
0,0,141,None,None,0,101582,0,0,-2,2,245.2,0,3,2.3,2.3,2,Frederico,1.8,14,0,52.2,244,False,180.6,958,,None,53,0,0,0,101582.jpg,1.5,0,0,Rodrigues de Paula Santos,0.2,False,None,a,12,1,96.0,20,11320,998,13719,620,0.3,3.8,Fred,3
0,0,3,100,100,0,209041,0,0,-2,2,1.0,0,3,0.5,0.5,0,Angel,0.0,1,0,0.1,245,False,0.2,9,,2019-11-06T16:30:15.083893Z,48,0,0,0,209041.jpg,1.0,0,0,Gomes,0.1,False,None,a,12,1,0.0,1,4705,115,9809,132,0.0,0.2,Gomes,0
1,1,119,None,None,3,156689,0,0,0,0,259.5,0,3,1.5,1.5,0,Andreas,1.0,13,1,64.8,246,False,158.2,979,,None,50,0,0,0,156689.jpg,2.5,0,0,Pereira,0.5,False,None,a,12,1,229.0,37,107952,284,105416,1966,0.2,7.4,Pereira,2
0,0,22,100,100,1,62398,0,0,-2,2,8.1,0,3,0.5,0.5,0,Nemanja,0.0,1,0,6.5,247,False,25.2,158,,2019-11-22T12:00:17.063377Z,48,0,0,0,62398.jpg,2.0,0,0,Matic,0.3,False,None,a,12,1,32.0,6,11738,137,39617,163,0.0,1.2,Matic,0
2,6,224,100,100,2,195851,0,0,1,-1,186.7,0,3,1.7,1.7,2,Scott,1.2,14,2,75.5,248,False,317.2,1335,,2019-11-10T16:30:22.747107Z,51,0,0,0,195851.jpg,3.5,0,0,McTominay,2.5,False,None,a,12,1,251.0,53,380122,8047,277281,6376,0.2,10.4,McTominay,1
0,0,4,None,None,0,222677,0,0,-2,2,0.5,0,3,0.5,0.5,0,Tahith,0.0,0,0,0.2,249,False,1.4,24,,None,43,0,0,0,222677.jpg,1.0,0,0,Chong,0.9,False,None,a,12,1,0.0,2,85041,6152,56211,3784,0.0,0.5,Chong,0
0,0,3,None,None,0,232928,0,0,-1,1,2.8,0,3,0.5,0.5,0,James,0.0,1,0,0.5,250,False,2.2,8,,None,44,0,0,0,232928.jpg,1.0,0,0,Garner,0.2,False,None,a,12,1,0.0,1,20498,75,19758,290,0.0,0.2,Garner,0
0,0,30,100,100,0,180804,0,0,-1,1,6.2,0,2,0.9,0.9,0,Axel,0.4,3,0,2.4,481,False,17.6,187,,2019-11-22T12:00:17.663942Z,44,0,0,0,180804.jpg,1.4,0,0,Tuanzebe,0.1,False,None,a,12,1,0.0,7,7515,77,11040,154,0.1,1.6,Tuanzebe,0
0,0,45,None,None,0,232937,0,0,1,-1,50.6,0,2,1.7,1.7,0,Brandon,1.2,6,1,16.8,549,False,77.6,268,,None,41,0,0,0,232937.jpg,1.8,0,0,Williams,1.8,False,None,a,12,1,40.0,9,165884,4175,52323,7202,0.3,2.2,Williams,3
0,0,49,0,0,1,56983,0,0,-2,2,98.0,0,2,0.0,0.0,0,Matt,0.0,4,0,15.8,251,False,48.6,270,Ankle injury - Expected back 11 Jan,2019-08-28T21:30:17.608501Z,53,0,0,0,56983.jpg,2.7,0,0,Ritchie,0.1,False,None,i,13,4,12.0,8,7719,4,35241,116,0.0,1.5,Ritchie,1
0,2,163,100,100,3,119471,0,0,0,0,11.4,0,2,0.6,0.6,2,Fabian,0.6,16,1,35.5,252,False,265.2,928,,2019-10-24T10:30:13.201858Z,50,0,0,0,119471.jpg,3.2,0,0,Schär,1.5,False,None,a,13,4,78.0,35,136302,1277,171025,1320,0.1,7.0,Schär,2
0,0,78,100,75,1,151119,0,0,-1,1,60.9,0,2,0.2,0.2,0,DeAndre,0.2,8,1,20.4,253,False,103.0,556,,2019-11-29T11:00:12.462280Z,44,0,0,0,151119.jpg,2.9,0,0,Yedlin,0.1,False,None,a,13,4,39.0,20,10346,242,8074,211,0.0,4.5,Yedlin,1
2,4,159,None,None,1,57145,0,0,-1,1,36.3,2,2,3.6,3.6,2,Federico,3.6,10,2,48.2,254,False,313.6,743,,None,44,0,0,0,57145.jpg,3.5,0,0,Fernández,0.6,False,None,a,13,4,133.0,39,35688,5135,12976,1246,0.8,8.9,Fernández,3
0,2,199,None,None,4,106618,0,0,-1,1,25.9,0,2,2.4,2.4,2,Paul,2.4,20,0,31.7,255,False,246.2,1125,,None,44,1,0,0,106618.jpg,2.5,0,0,Dummett,0.3,False,None,a,13,4,46.0,35,23347,410,22469,330,0.5,8.0,Dummett,2
1,4,104,None,None,2,109528,0,0,-2,2,38.4,1,2,3.2,3.2,2,Javier,3.2,6,0,15.2,256,False,88.0,575,,None,43,0,0,0,109528.jpg,3.2,0,0,Manquillo,0.3,False,None,a,13,4,24.0,26,13585,2060,9723,557,0.7,6.0,Manquillo,2
0,0,0,100,100,0,77359,0,0,-1,1,0.0,0,2,0.0,0.0,0,Florian,0.0,0,0,0.0,257,False,0.0,0,,2019-06-25T11:30:07.214396Z,44,0,0,0,77359.jpg,0.0,0,0,Lejeune,0.0,False,None,a,13,4,0.0,0,347,21,378,22,0.0,0.0,Lejeune,0
0,3,180,0,0,3,101148,0,0,-2,2,13.2,1,2,0.0,0.0,0,Jamaal,0.0,18,1,29.7,258,False,218.2,1000,Leg injury - Unknown return date,2019-11-09T17:30:13.080996Z,43,0,0,0,101148.jpg,3.2,0,0,Lascelles,2.8,False,None,i,13,4,65.0,38,152162,116,433610,8533,0.0,8.8,Lascelles,1
0,2,142,0,0,2,58845,0,0,-2,2,12.9,1,2,0.0,0.0,0,Ciaran,1.8,9,2,34.7,259,False,222.8,765,Calf injury - Unknown return date,2019-12-09T10:00:20.096036Z,43,0,0,0,58845.jpg,3.8,0,0,Clark,0.6,False,None,i,13,4,110.0,34,60053,40,35439,7893,0.4,7.9,Clark,2
0,0,12,None,None,0,196118,0,0,-3,3,4.1,0,4,0.2,0.2,1,Yoshinori,0.2,3,0,2.0,260,False,6.2,111,,None,52,0,0,0,196118.jpg,1.0,0,0,Muto,0.1,False,None,a,13,4,12.0,6,5846,29,11953,92,0.0,1.2,Muto,0
0,0,0,0,0,0,61316,0,0,0,0,0.0,0,4,0.0,0.0,0,Jose Luis,0.0,0,0,0.0,261,False,0.0,0,Joined Alaves on a permanent deal on 15/7,2019-07-16T00:30:14.636406Z,50,0,0,0,61316.jpg,0.0,0,0,Mato Sanmartín,0.0,False,None,u,13,4,0.0,0,1122,9,3776,24,0.0,0.0,Joselu,0
0,4,317,None,None,4,67089,0,0,0,0,0.0,1,1,4.6,4.6,3,Martin,4.6,24,0,47.0,262,False,468.6,1530,,None,50,0,0,0,67089.jpg,3.7,0,63,Dubravka,1.3,False,None,a,13,4,0.0,63,65638,3608,56176,2142,0.9,12.6,Dubravka,0
0,0,0,None,None,0,59735,-1,1,-2,2,0.0,0,1,0.0,0.0,0,Karl,0.0,0,0,0.0,263,False,0.0,0,,None,43,0,0,0,59735.jpg,0.0,0,0,Darlow,0.1,False,None,a,13,4,0.0,0,1585,38,5448,96,0.0,0.0,Darlow,0
0,0,0,0,0,0,155503,0,0,0,0,0.0,0,1,0.0,0.0,0,Frederick,0.0,0,0,0.0,264,False,0.0,0,Joined Swansea City on loan until the end of the season on 1/8. - Expected back 01 Jul,2019-08-01T10:00:13.686109Z,40,0,0,0,155503.jpg,0.0,0,0,Woodman,0.9,False,None,n,13,4,0.0,0,19976,458,33007,660,0.0,0.0,Woodman,0
1,0,110,50,50,5,179018,0,0,-2,2,160.5,0,3,1.2,1.2,0,Miguel,2.4,20,0,59.7,266,False,135.6,1338,Hamstring injury - 50% chance of playing,2019-12-13T10:00:16.251785Z,58,0,0,0,179018.jpg,2.4,0,0,Almirón,0.4,False,None,d,13,4,305.0,38,27937,43,58235,1355,0.4,6.6,Almirón,2
3,0,95,100,100,2,104953,0,0,-1,1,173.4,0,3,1.6,1.6,2,Christian,1.6,12,0,33.4,267,False,111.6,562,,2019-08-16T12:00:11.640631Z,54,0,0,0,104953.jpg,2.1,0,0,Atsu,0.1,False,None,a,13,4,49.0,30,22030,203,25000,241,0.3,5.6,Atsu,1
0,0,18,0,0,0,76542,0,0,-3,3,39.8,0,3,0.0,0.0,0,Sung-yueng,0.0,6,0,5.8,268,False,17.8,135,Unknown - Unknown return date,2019-12-13T10:00:16.265295Z,47,0,0,0,76542.jpg,1.3,0,0,Ki,0.1,False,None,i,13,4,0.0,4,1196,8,4467,113,0.0,0.9,Ki Sung-yueng,0
0,9,206,50,50,2,50232,0,0,1,-1,236.2,0,3,2.9,2.9,0,Jonjo,5.8,14,5,69.7,269,False,305.0,850,Calf injury - 50% chance of playing,2019-12-13T10:00:16.278462Z,51,0,0,0,50232.jpg,5.0,0,0,Shelvey,1.7,False,None,d,13,4,155.0,55,156717,3867,64949,16772,1.1,10.8,Shelvey,1
2,0,89,100,100,2,180135,0,0,0,0,152.8,0,3,1.2,1.2,2,Sean,1.2,11,0,34.2,270,False,123.2,708,,2019-10-27T16:30:09.941612Z,50,0,0,0,180135.jpg,2.2,1,0,Longstaff,0.3,False,None,a,13,4,66.0,22,16787,190,47798,189,0.2,4.4,Longstaff,1
2,2,153,100,100,3,153127,0,0,-1,1,106.9,0,3,2.2,2.2,2,Isaac,2.2,22,0,40.8,271,False,209.0,1212,,2019-09-29T18:00:18.547838Z,44,0,0,0,153127.jpg,2.4,1,0,Hayden,3.9,False,None,a,13,4,92.0,33,274338,2713,465737,5793,0.5,7.5,Hayden,2
