assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,11,160,None,None,8,80146,-1,1,0,0,134.5,0,4,2.0,2.0,2,Jordan,2.0,14,4,71.8,468,False,200.0,1302,,None,50,0,0,0,80146.jpg,3.5,0,0,Ayew,6.8,False,None,a,7,31,386.0,56,999072,6274,779168,20920,0.4,11.0,Ayew,3
0,3,198,0,100,3,19419,0,0,0,0,25.8,0,2,1.4,1.8,0,Gary,1.8,17,0,40.7,503,False,230.2,1080,Knock - Unknown return date,2019-12-16T20:00:22.203812Z,45,0,0,0,19419.jpg,2.6,0,0,Cahill,1.7,False,None,i,7,31,148.0,31,99566,2612,129943,5570,0.4,6.9,Cahill,1
0,0,3,None,None,0,175946,0,0,-4,4,0.1,0,3,0.0,0.0,0,Víctor,0.0,0,0,0.0,510,False,0.2,5,,None,46,0,0,0,175946.jpg,1.0,0,0,Camarasa,0.2,False,None,a,7,31,0.0,1,4247,48,46031,202,0.0,0.2,Camarasa,0
0,0,12,75,None,0,173954,0,0,0,0,1.0,0,3,0.4,0.4,1,Jairo,0.4,0,0,1.6,539,False,14.6,90,Knock - 75% chance of playing,2019-12-17T00:30:22.561020Z,45,0,0,0,173954.jpg,1.0,0,0,Riedewald,0.0,False,None,d,7,31,0.0,2,989,30,708,42,0.1,0.4,Riedewald,0
0,0,0,None,None,0,42525,0,0,0,0,0.0,0,1,0.0,0.0,0,Stephen,0.0,0,0,0.0,556,False,0.0,0,,None,40,0,0,0,42525.jpg,0.0,0,0,Henderson,0.3,False,None,a,7,31,0.0,0,19665,1310,5231,517,0.0,0.0,Henderson,0
0,0,0,None,None,0,221272,0,0,0,0,0.0,0,2,1.1,1.1,0,Sam,0.0,0,0,0.0,578,False,0.0,0,,None,40,0,0,0,221272.jpg,0.0,0,0,Woods,0.0,False,None,a,7,31,0.0,0,240,240,19,19,0.0,0.0,Woods,0
0,0,0,None,None,0,244723,0,0,0,0,0.0,0,2,1.1,1.1,0,Tyrick,0.0,0,0,0.0,579,False,0.0,0,,None,40,0,0,0,244723.jpg,0.0,0,0,Mitchell,0.0,False,None,a,7,31,0.0,0,59,59,6,6,0.0,0.0,Mitchell,0
0,2,152,None,None,1,153133,0,0,-4,4,253.5,0,3,1.3,1.3,2,Alex,1.8,21,1,71.7,17,False,182.2,1029,,None,56,0,0,0,153133.jpg,2.3,0,0,Iwobi,1.2,False,None,a,8,11,281.0,34,131115,1480,219179,1344,0.3,6.1,Iwobi,0
3,4,276,50,75,3,101188,0,0,-3,3,624.8,1,2,0.2,0.2,1,Lucas,0.8,28,0,113.0,141,False,351.2,1437,Groin Injury - 50% chance of playing,2019-12-07T15:00:20.727558Z,57,1,0,0,101188.jpg,2.6,0,0,Digne,11.8,False,None,d,8,11,153.0,44,939341,857,1770440,32586,0.1,7.7,Digne,2
0,4,229,100,50,3,164511,0,0,-2,2,41.5,0,2,0.3,0.2,2,Yerry,0.8,25,0,55.0,142,False,281.2,1350,,2019-12-06T14:30:16.477158Z,53,1,0,0,164511.jpg,2.3,0,0,Mina,2.0,False,None,a,8,11,227.0,34,361052,1304,386281,1859,0.2,6.4,Mina,1
0,3,213,None,None,3,106611,0,0,-2,2,20.4,0,2,1.7,1.7,2,Michael,2.2,25,1,41.4,143,False,262.6,1261,,None,53,0,0,0,106611.jpg,2.7,0,0,Keane,2.3,False,None,a,8,11,130.0,41,137333,3000,204482,2099,0.4,7.7,Keane,0
1,2,138,100,50,2,59949,0,0,-2,2,105.3,0,2,-0.1,0.0,2,Seamus,0.4,14,0,35.3,144,False,143.2,779,,2019-11-29T15:30:19.353099Z,53,0,0,0,59949.jpg,2.1,1,0,Coleman,1.2,False,None,a,8,11,104.0,21,108703,795,255542,681,0.1,4.0,Coleman,3
1,0,22,100,100,0,12745,0,0,-1,1,2.3,0,2,0.7,0.7,5,Leighton,1.2,1,0,2.0,145,False,16.8,73,,2019-07-30T15:00:09.168977Z,49,0,0,0,12745.jpg,3.0,0,0,Baines,0.2,False,None,a,8,11,1.0,6,7395,1061,9799,147,0.2,1.2,Baines,0
0,0,37,100,100,0,66838,0,0,-3,3,47.7,0,4,-0.1,-0.1,0,Cenk,0.4,4,1,24.2,146,False,42.4,220,,2019-11-14T10:00:15.071754Z,57,0,0,0,66838.jpg,2.5,0,0,Tosun,0.1,False,None,a,8,11,152.0,10,6353,75,14721,172,0.1,1.8,Tosun,0
0,5,151,None,None,2,177815,0,0,-3,3,67.7,0,4,3.1,3.1,2,Dominic,3.6,18,5,61.3,147,False,201.8,857,,None,57,0,0,0,177815.jpg,3.1,0,0,Calvert-Lewin,1.3,False,None,a,8,11,349.0,47,124584,10752,163535,2755,0.6,8.2,Calvert-Lewin,2
0,3,283,None,None,3,111234,0,0,-1,1,3.0,1,1,1.9,1.9,5,Jordan,2.4,29,0,35.3,148,False,349.8,1530,,None,54,0,0,0,111234.jpg,2.9,0,45,Pickford,7.1,False,None,a,8,11,0.0,49,386804,2117,582149,5538,0.4,9.1,Pickford,0
0,0,0,None,None,0,10318,0,0,0,0,0.0,0,1,-0.5,-0.5,0,Maarten,0.0,0,0,0.0,149,False,0.0,0,,None,40,0,0,0,10318.jpg,0.0,0,0,Stekelenburg,8.2,False,None,a,8,11,0.0,0,177016,1340,174893,3253,0.0,0.0,Stekelenburg,0
3,7,245,None,None,3,212319,1,-1,-1,1,232.2,1,3,4.1,4.1,1,Richarlison,4.6,28,6,124.1,150,False,424.4,1457,,None,79,0,0,0,212319.jpg,4.6,0,0,de Andrade,8.2,False,None,a,8,11,584.0,79,796261,69121,881409,15078,0.6,10.1,Richarlison,4
1,0,182,75,None,2,55422,0,0,-6,6,418.3,0,3,0.7,0.9,0,Gylfi,1.4,23,1,92.6,151,False,218.2,1146,Illness - 75% chance of playing,2019-12-15T14:00:20.543752Z,74,0,0,0,55422.jpg,2.4,0,0,Sigurdsson,2.7,False,None,d,8,11,291.0,38,115124,255,779345,4914,0.2,5.1,Sigurdsson,1
1,5,108,100,100,4,100649,0,0,-1,1,118.8,2,3,1.1,1.1,3,Bernard,1.6,6,2,40.7,152,False,152.4,576,,2019-10-26T16:30:19.314673Z,64,0,0,0,100649.jpg,3.3,0,0,Anício Caldeira Duarte,0.6,False,None,a,8,11,137.0,36,183301,585,202208,411,0.2,5.6,Bernard,2
1,0,43,0,0,1,20467,0,0,-3,3,107.5,0,3,0.0,0.0,0,Theo,0.8,7,0,46.9,153,False,62.6,519,Calf injury - Expected back 11 Jan,2019-12-07T15:00:20.761324Z,62,0,0,0,20467.jpg,1.8,0,0,Walcott,0.4,False,None,i,8,11,299.0,20,14694,10,51461,746,0.1,3.2,Walcott,1
1,3,102,None,None,1,173807,0,0,-2,2,23.7,1,3,1.5,1.5,1,Tom,2.0,15,1,32.5,154,False,131.8,732,,None,53,0,0,0,173807.jpg,2.5,0,0,Davies,0.2,False,None,a,8,11,168.0,28,10735,255,12228,343,0.4,5.3,Davies,3
0,0,0,0,0,0,219352,0,0,0,0,0.0,0,3,0.0,0.0,0,Ademola,0.0,0,0,0.0,155,False,0.0,0,Joined RB Leipzig on a permanent deal on 25/7,2019-07-25T09:00:14.381716Z,50,0,0,0,219352.jpg,0.0,0,0,Lookman,0.0,False,None,u,8,11,0.0,0,161,7,542,4,0.0,0.0,Lookman,0
0,0,0,0,0,0,80801,0,0,0,0,0.0,0,3,0.0,0.0,0,Idrissa,0.0,0,0,0.0,156,False,0.0,0,Joined PSG on a permanent deal on 30/7,2019-07-30T09:00:05.841634Z,50,0,0,0,80801.jpg,0.0,0,0,Gueye,0.0,False,None,u,8,11,0.0,0,357,5,2018,12,0.0,0.0,Gueye,0
0,0,86,0,0,1,42774,0,0,-1,1,57.8,0,3,0.0,0.0,0,Morgan,0.8,14,0,17.7,158,False,92.2,737,Calf injury - Expected back 28 Dec,2019-12-13T14:30:14.092442Z,44,0,0,0,42774.jpg,1.2,1,0,Schneiderlin,0.7,False,None,i,8,11,26.0,13,35975,52,72003,2515,0.2,3.0,Schneiderlin,3
0,0,79,75,50,0,41823,0,0,-2,2,57.1,0,2,-0.2,-0.2,0,Fabian,0.0,14,0,15.4,205,False,88.6,558,Hamstring injury - 75% chance of playing,2019-11-07T14:00:19.197739Z,53,0,0,0,41823.jpg,0.9,0,0,Delph,0.2,False,None,d,8,11,8.0,6,8844,10,26322,200,0.0,1.1,Delph,2
0,0,71,0,0,2,120250,0,0,-2,2,90.4,0,3,0.0,0.0,0,André Filipe,0.0,8,0,15.8,422,False,55.0,584,Ankle injury - Unknown return date,2019-11-03T18:30:18.626117Z,53,0,0,0,120250.jpg,1.6,0,0,Tavares Gomes,0.3,False,None,i,8,11,13.0,13,12469,8,68073,232,0.0,2.5,André Gomes,3
0,0,0,None,None,0,232964,0,0,-2,2,0.0,0,2,-0.5,-0.5,0,Lewis,0.0,0,0,0.0,477,False,0.0,0,,None,43,0,0,0,232964.jpg,0.0,0,0,Gibson,0.1,False,None,a,8,11,0.0,0,3930,102,9232,151,0.0,0.0,Gibson,0
2,1,129,None,None,0,194164,0,0,-1,1,31.3,0,2,0.5,0.5,2,Mason,1.0,16,0,25.1,478,False,171.2,738,,None,44,0,0,0,194164.jpg,1.8,0,0,Holgate,0.3,False,None,a,8,11,48.0,18,18320,1887,14636,322,0.2,4.1,Holgate,2
0,0,0,100,100,0,57513,0,0,-2,2,0.0,0,1,-0.5,-0.5,0,Jonas,0.0,0,0,0.0,479,False,0.0,0,,2019-09-08T18:30:16.855771Z,43,0,0,0,57513.jpg,0.0,0,0,Lössl,0.3,False,None,a,8,11,0.0,0,2036,24,26064,210,0.0,0.0,Lössl,0
1,0,35,None,None,0,242058,0,0,-6,6,47.1,0,4,0.1,0.1,1,Moise,0.6,10,0,21.4,496,False,25.8,347,,None,64,0,0,0,242058.jpg,1.4,0,0,Kean,1.5,False,None,a,8,11,146.0,17,73605,483,435615,1098,0.1,2.7,Kean,0
0,0,14,0,0,1,160987,0,0,-2,2,6.3,0,3,0.0,0.0,0,Jean-Philippe,0.0,0,0,2.6,497,False,20.0,135,Thigh injury - Expected back 18 Jan,2019-08-23T21:30:13.493993Z,48,0,0,0,160987.jpg,2.0,0,0,Gbamin,0.0,False,None,i,8,11,0.0,4,2713,3,7008,34,0.0,0.8,Gbamin,0
3,4,139,75,None,1,102747,0,0,-2,2,120.9,0,2,1.4,1.9,0,Djibril,2.4,13,0,34.2,511,False,184.2,670,Illness - 75% chance of playing,2019-12-15T14:00:21.169468Z,53,0,0,0,102747.jpg,3.1,0,0,Sidibé,0.3,False,None,d,8,11,37.0,28,19427,665,24313,1844,0.5,5.3,Sidibé,2
0,0,0,75,75,0,195855,0,0,0,0,0.0,0,3,-0.4,-0.4,0,Beni,0.0,0,0,0.0,557,False,0.0,0,Shin injury - 75% chance of playing,2019-11-29T16:00:27.549912Z,45,0,0,0,195855.jpg,0.0,0,0,Baningime,0.0,False,None,d,8,11,0.0,0,466,10,388,29,0.0,0.0,Baningime,0
0,0,0,None,None,0,232826,0,0,0,0,0.0,0,4,-0.5,-0.5,0,Anthony,0.0,0,0,0.0,561,False,0.0,0,,None,45,0,0,0,232826.jpg,0.0,0,0,Gordon,0.0,False,None,a,8,11,0.0,0,1570,155,957,134,0.0,0.0,Gordon,0
0,0,2,None,None,0,113688,0,0,0,0,0.3,0,4,0.0,0.0,1,Oumar,0.5,0,0,0.3,570,False,3.0,1,,None,45,0,0,0,113688.jpg,1.0,0,0,Niasse,0.0,False,None,a,8,11,0.0,1,620,272,145,92,0.1,0.2,Niasse,0
0,0,0,None,None,0,56192,0,0,0,0,0.0,0,2,0.6,0.6,0,Rhu-endly,0.0,0,0,0.0,577,False,0.0,0,,None,40,0,0,0,56192.jpg,0.0,0,0,Martina,0.0,False,None,a,8,11,0.0,0,151,151,11,11,0.0,0.0,Cuco Martina,0
1,10,361,None,None,7,111931,0,0,5,-5,270.2,2,2,4.3,5.8,2,Ricardo Domingos,4.8,11,2,89.9,159,True,485.6,1530,,None,65,0,0,0,111931.jpg,5.0,0,0,Barbosa Pereira,17.3,False,None,a,9,13,143.0,85,1205494,22099,439488,33671,0.7,13.1,Pereira,1
3,3,294,100,100,6,172850,0,0,3,-3,339.9,1,2,2.3,3.8,2,Benjamin,2.8,9,1,73.5,161,False,298.0,1249,,2019-12-04T20:00:11.580379Z,58,0,0,0,172850.jpg,4.9,0,0,Chilwell,12.8,False,None,a,9,13,97.0,68,1018169,11107,506751,31563,0.5,11.7,Chilwell,1
2,7,360,100,100,7,37642,0,0,2,-2,37.3,2,2,5.5,7.0,2,Jonny,6.0,11,1,57.2,162,False,365.4,1501,,2019-11-23T17:00:22.413179Z,52,0,0,0,37642.jpg,4.5,0,0,Evans,5.6,False,None,a,9,13,169.0,77,440400,30407,134486,12174,1.2,14.8,Evans,3
0,0,52,None,None,1,37402,0,0,-2,2,31.2,0,2,0.7,2.2,0,Christian,1.2,2,0,9.6,163,False,62.6,274,,None,43,0,0,0,37402.jpg,2.8,0,0,Fuchs,0.3,False,None,a,9,13,2.0,11,18524,275,29088,515,0.3,2.6,Fuchs,0
1,6,382,None,None,7,218031,0,0,6,-6,35.0,1,2,3.1,4.6,3,Çaglar,3.6,11,1,62.4,164,False,435.6,1530,,None,51,0,0,0,218031.jpg,4.3,0,0,Söyüncü,20.3,False,None,a,9,13,151.0,73,1666451,20873,300517,27731,0.7,14.3,Söyüncü,3
0,0,15,100,100,0,15033,0,0,-4,4,0.1,0,2,-0.3,1.2,0,Wes,0.2,0,0,2.2,165,False,22.2,56,,2019-08-28T21:30:17.515643Z,41,0,0,0,15033.jpg,1.0,0,0,Morgan,0.7,False,None,a,9,13,0.0,4,22283,879,76584,871,0.0,1.0,Morgan,0
5,22,487,None,None,7,101668,0,0,11,-11,161.7,6,4,7.7,9.2,5,Jamie,8.2,11,16,159.6,166,True,659.4,1530,,None,101,0,0,0,101668.jpg,7.8,0,0,Vardy,51.3,False,None,a,9,13,779.0,133,3477358,41773,631301,30355,0.8,13.2,Vardy,2
2,5,79,None,None,0,173515,0,0,-3,3,60.9,1,4,3.9,5.4,1,Kelechi,4.4,2,2,30.4,167,False,111.4,129,,None,57,0,0,0,173515.jpg,7.3,0,0,Iheanacho,0.4,False,None,a,9,13,131.0,22,28522,1883,27233,3365,0.8,3.9,Iheanacho,1
0,1,307,None,None,7,17745,0,0,4,-4,10.0,0,1,3.1,4.6,2,Kasper,3.6,11,0,33.7,168,False,327.2,1530,,None,54,0,0,0,17745.jpg,4.1,0,38,Schmeichel,15.0,False,None,a,9,13,0.0,70,891010,11724,316844,30362,0.7,13.0,Schmeichel,0
0,0,0,None,None,0,11974,0,0,-2,2,0.0,0,1,-0.5,1.0,0,Eldin,0.0,0,0,0.0,169,False,0.0,0,,None,43,0,0,0,11974.jpg,0.0,0,0,Jakupovic,0.1,False,None,a,9,13,0.0,0,1148,29,4744,89,0.0,0.0,Jakupovic,0
0,0,0,None,None,0,95463,0,0,-2,2,0.0,0,1,-0.5,1.0,0,Danny,0.0,0,0,0.0,170,False,0.0,0,,None,43,0,0,0,95463.jpg,0.0,0,0,Ward,0.2,False,None,a,9,13,0.0,0,1895,40,7887,131,0.0,0.0,Ward,0
5,11,342,100,100,6,172780,0,0,8,-8,713.7,1,3,4.7,6.2,2,James,5.2,10,5,159.3,171,False,432.8,1412,,2019-11-16T20:30:13.269322Z,78,0,0,0,172780.jpg,5.5,0,0,Maddison,27.7,False,None,a,9,13,446.0,88,2123369,40024,870700,55534,0.7,11.3,Maddison,1
5,3,151,None,None,5,201666,0,0,-1,1,227.9,1,3,1.5,3.0,1,Harvey,2.0,5,1,82.8,172,False,179.8,944,,None,59,0,0,0,201666.jpg,3.3,0,0,Barnes,0.9,False,None,a,9,13,419.0,53,127680,720,90830,6570,0.3,9.0,Barnes,0
0,0,0,0,0,0,115858,0,0,-3,3,0.0,0,3,0.0,0.0,0,Rachid,0.0,0,0,0.0,173,False,0.0,0,Joined Fiorentina on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-18T22:00:13.300063Z,52,0,0,0,115858.jpg,0.0,0,0,Ghezzal,0.0,False,None,n,9,13,0.0,0,535,9,3750,12,0.0,0.0,Ghezzal,0
1,0,60,None,None,0,51938,0,0,-3,3,114.2,0,3,-0.1,1.4,0,Marc,0.4,2,0,19.6,174,False,49.8,204,,None,52,0,0,0,51938.jpg,1.4,0,0,Albrighton,0.2,False,None,a,9,13,33.0,11,7943,69,19500,197,0.1,2.1,Albrighton,1
2,0,51,100,100,0,172632,0,0,-4,4,88.1,0,3,0.5,2.0,1,Demarai,1.0,1,0,23.4,175,False,60.4,255,,2019-12-01T23:30:20.997051Z,51,0,0,0,172632.jpg,1.6,0,0,Gray,0.3,False,None,a,9,13,84.0,16,8415,129,33250,239,0.2,3.1,Gray,1
0,5,270,100,100,7,203341,0,0,0,0,166.1,0,3,2.1,3.6,4,Wilfred,2.6,10,2,69.4,176,False,390.0,1440,,2019-08-27T11:00:13.484600Z,50,0,0,0,203341.jpg,3.2,0,0,Ndidi,2.7,False,None,a,9,13,135.0,52,359059,2781,302517,5310,0.5,10.4,Ndidi,2
0,0,0,0,0,0,61604,0,0,-2,2,0.0,0,3,0.0,0.0,0,Matty,0.0,0,0,0.0,177,False,0.0,0,Achilles injury - Unknown return date,2019-08-27T12:30:14.308742Z,43,0,0,0,61604.jpg,0.0,0,0,James,0.2,False,None,i,9,13,0.0,0,10436,87,22583,267,0.0,0.0,James,0
0,0,0,100,100,0,155569,0,0,-2,2,0.0,0,3,-0.5,1.0,0,Daniel,0.0,0,0,0.0,178,False,0.0,0,,2019-06-25T11:30:07.144362Z,43,0,0,0,155569.jpg,0.0,0,0,Amartey,0.3,False,None,a,9,13,0.0,0,23432,867,26096,894,0.0,0.0,Amartey,0
0,0,2,100,100,0,86881,0,0,-2,2,0.0,0,3,-0.5,1.0,0,Nampalys,0.0,0,0,0.1,179,False,1.2,1,,2019-07-30T15:00:09.217034Z,43,0,0,0,86881.jpg,1.0,0,0,Mendy,1.1,False,None,a,9,13,0.0,1,74507,3777,74391,3129,0.0,0.2,Mendy,0
1,0,67,None,None,1,197469,0,0,-2,2,42.9,0,3,-0.3,1.2,0,Hamza,0.2,4,0,16.0,180,False,75.0,339,,None,43,0,0,0,197469.jpg,1.7,0,0,Choudhury,0.8,False,None,a,9,13,43.0,15,93755,5057,93059,1990,0.0,3.5,Choudhury,1
2,2,169,None,None,5,168580,-1,1,-4,4,160.2,1,3,1.7,3.2,0,Ayoze,2.2,6,4,76.3,265,False,241.2,876,,None,61,0,0,0,168580.jpg,4.1,0,0,Pérez,5.1,False,None,a,9,13,361.0,57,526417,1850,1173748,43389,0.4,9.3,Pérez,0
1,0,20,None,None,0,220627,0,0,-2,2,22.2,0,2,0.5,2.0,0,James,1.0,0,0,4.6,433,False,24.6,20,,None,48,0,0,0,220627.jpg,2.5,0,0,Justin,0.1,False,None,a,9,13,0.0,5,2319,103,6463,147,0.2,1.0,Justin,0
3,4,284,None,None,7,166989,0,0,1,-1,415.0,2,3,1.9,3.4,2,Youri,2.4,11,3,101.7,448,False,310.2,1499,,None,66,0,0,0,166989.jpg,4.1,0,0,Tielemans,7.9,False,None,a,9,13,290.0,69,835929,6096,669669,42007,0.4,10.5,Tielemans,0
0,0,0,0,0,0,13152,0,0,-2,2,0.0,0,3,0.0,0.0,0,Andy,0.0,0,0,0.0,480,False,0.0,0,Joined Rangers on loan until the end of the season on 15/8. - Expected back 01 Jul,2019-08-15T22:00:13.587784Z,43,0,0,0,13152.jpg,0.0,0,0,King,0.3,False,None,n,9,13,0.0,0,38447,306,59339,725,0.0,0.0,King,0
2,0,103,None,None,1,106837,0,0,-2,2,88.3,0,3,1.1,2.6,1,Dennis,1.6,4,0,25.3,517,False,78.2,472,,None,53,0,0,0,106837.jpg,1.9,0,0,Praet,0.1,False,None,a,9,13,87.0,23,3581,65,6908,96,0.3,4.3,Praet,0
5,8,355,100,100,3,122798,0,0,1,-1,371.3,0,2,0.0,4.2,1,Andrew,3.2,14,1,98.4,181,False,410.6,1456,,2019-11-12T11:30:18.442088Z,71,0,0,0,122798.jpg,4.3,0,0,Robertson,20.4,False,None,a,10,14,202.0,73,785361,4528,1433163,90052,0.5,10.3,Robertson,0
7,7,364,100,100,3,169187,0,0,3,-3,757.9,2,2,0.0,5.4,6,Trent,4.4,14,1,145.4,182,False,482.0,1482,,2019-10-22T15:00:19.720774Z,73,0,0,0,169187.jpg,4.4,0,0,Alexander-Arnold,29.4,False,None,a,10,14,214.0,74,1382716,15116,974670,73131,0.6,10.1,Alexander-Arnold,4
0,7,332,100,100,4,97032,0,0,-1,1,57.8,1,2,0.0,7.6,7,Virgil,6.6,14,3,69.5,183,False,441.2,1530,,2019-10-27T20:00:16.725016Z,64,0,0,0,97032.jpg,4.3,0,0,van Dijk,39.7,False,None,a,10,14,195.0,73,868999,25293,1690435,51225,1.0,11.4,van Dijk,1
0,2,78,100,100,2,171287,0,0,-4,4,47.8,0,2,0.0,4.0,8,Joseph,3.0,1,0,11.4,184,False,65.6,287,,2019-11-16T11:30:12.618594Z,51,0,0,0,171287.jpg,2.5,0,0,Gomez,0.9,False,None,a,10,14,0.0,20,49466,3056,118179,1545,0.6,3.9,Gomez,1
0,4,141,0,0,2,60914,0,0,-3,3,20.9,0,2,0.0,0.0,0,Joel,0.0,5,1,25.0,185,False,192.4,630,Knee injury - Unknown return date,2019-10-22T15:00:19.734580Z,52,0,0,0,60914.jpg,4.6,0,0,Matip,1.3,False,None,i,10,14,35.0,32,443586,32,478144,2635,0.0,6.2,Matip,0
1,0,130,0,0,0,38454,0,0,-2,2,20.7,0,2,0.0,0.0,0,Dejan,1.8,8,0,24.6,186,False,172.0,669,Muscle injury - Unknown return date,2019-12-10T22:00:14.744701Z,53,0,0,0,38454.jpg,2.0,0,0,Lovren,0.4,False,None,i,10,14,52.0,16,51714,26,50044,6244,0.3,3.0,Lovren,1
5,12,290,None,None,6,92217,0,0,-2,2,287.8,0,4,0.0,4.8,2,Roberto,3.8,9,4,147.6,187,False,354.4,1355,,None,93,0,0,0,92217.jpg,4.4,0,0,Firmino,8.2,False,None,a,10,14,833.0,75,829355,2323,1077254,44846,0.4,8.1,Firmino,0
2,6,145,100,100,0,152760,0,0,-3,3,73.3,1,4,0.0,4.8,4,Divock,3.8,9,3,34.0,188,False,143.6,362,,2019-09-14T13:30:10.426607Z,52,0,0,0,152760.jpg,3.0,0,0,Origi,2.9,False,None,a,10,14,123.0,39,385042,3393,538707,6115,0.7,7.5,Origi,0
0,0,139,100,100,2,116535,0,0,0,0,0.0,0,1,0.0,3.8,6,Alisson,2.8,6,0,14.0,189,False,139.2,743,,2019-11-30T17:00:19.325478Z,60,0,0,0,116535.jpg,2.7,1,18,Ramses Becker,7.6,False,None,a,10,14,0.0,24,347396,8738,1677062,10850,0.5,4.0,Alisson,0
0,0,0,0,0,0,66797,0,0,0,0,0.0,0,1,0.0,0.0,0,Simon,0.0,0,0,0.0,190,False,0.0,0,Joined Club Brugge on a permanent deal on 5/8,2019-08-05T14:30:10.321194Z,45,0,0,0,66797.jpg,0.0,0,0,Mignolet,0.0,False,None,u,10,14,0.0,0,441,10,2753,17,0.0,0.0,Mignolet,0
4,13,282,100,100,6,118748,0,0,-3,3,302.5,4,3,0.0,7.4,16,Mohamed,6.4,8,9,165.2,191,True,464.2,1190,,2019-11-12T23:00:18.865321Z,122,0,0,0,118748.jpg,7.4,0,0,Salah,21.5,False,None,a,10,14,886.0,104,1180622,48314,2559030,64369,0.5,8.5,Salah,0
7,15,333,100,100,4,110979,-1,1,7,-7,412.4,5,3,0.0,7.4,6,Sadio,6.4,12,9,150.1,192,True,523.4,1326,,2019-09-22T20:00:17.288665Z,122,0,0,0,110979.jpg,7.2,0,0,Mané,39.0,False,None,a,10,14,565.0,115,2841414,12835,1172316,230329,0.5,9.3,Mané,1
0,0,83,None,None,3,81880,0,0,-3,3,78.4,0,3,0.0,4.0,1,Alex,3.0,3,1,39.0,193,False,94.0,507,,None,62,0,0,0,81880.jpg,2.1,0,0,Oxlade-Chamberlain,0.7,False,None,a,10,14,218.0,25,64845,1343,60715,5305,0.5,4.0,Chamberlain,0
0,0,46,100,100,1,68312,0,0,-2,2,32.2,0,3,0.0,3.2,3,Xherdan,2.2,2,1,11.3,194,False,43.8,173,,2019-09-25T09:00:17.914508Z,63,0,0,0,68312.jpg,2.6,0,0,Shaqiri,0.3,False,None,a,10,14,37.0,13,7552,331,26670,456,0.3,2.1,Shaqiri,0
0,1,57,100,75,0,39155,0,0,-2,2,44.6,0,3,0.0,1.2,0,Adam,0.6,4,1,16.1,195,False,61.0,205,,2019-12-09T10:00:19.864480Z,58,0,0,0,39155.jpg,2.1,0,0,Lallana,0.1,False,None,a,10,14,55.0,15,3890,64,8303,144,0.1,2.6,Lallana,0
1,3,56,100,100,1,175592,0,0,-2,2,46.5,1,3,0.0,3.8,0,Naby,2.8,0,1,17.4,196,False,75.8,104,,2019-11-27T19:30:17.831891Z,58,0,0,0,175592.jpg,5.3,0,0,Keita,0.3,False,None,a,10,14,52.0,16,17745,1464,35050,2816,0.5,2.8,Keita,0
1,4,199,0,0,2,116643,-1,1,-1,1,198.8,0,3,0.0,0.0,0,Fabio Henrique,0.2,10,1,46.1,197,False,220.6,1006,Ankle injury - Expected back 02 Jan,2019-11-23T17:00:22.531327Z,54,0,0,0,116643.jpg,2.7,0,0,Tavares,1.1,False,None,i,10,14,41.0,32,110108,91,138397,1842,0.0,5.8,Fabinho,5
2,3,234,100,100,6,56979,0,0,-1,1,201.4,0,3,0.0,4.0,2,Jordan,3.0,8,1,54.4,198,False,236.0,1085,,2019-11-16T11:30:12.667431Z,54,0,0,0,56979.jpg,3.0,0,0,Henderson,1.0,False,None,a,10,14,106.0,48,79472,3275,76939,4184,0.6,8.9,Henderson,1
0,3,216,75,100,4,41733,0,0,-1,1,118.5,1,3,0.0,3.6,1,Georginio,2.6,12,2,50.1,199,False,211.8,1317,Muscle injury - 75% chance of playing,2019-12-14T14:30:24.028899Z,54,0,0,0,41733.jpg,3.0,0,0,Wijnaldum,2.5,False,None,d,10,14,172.0,48,216411,533,238077,18950,0.5,8.9,Wijnaldum,0
2,3,118,100,100,3,15157,0,0,-2,2,104.9,1,3,0.0,2.6,2,James,1.6,6,1,29.2,200,False,123.2,548,,2019-09-27T10:30:15.087691Z,53,0,0,0,15157.jpg,2.5,0,0,Milner,0.6,False,None,a,10,14,62.0,32,36277,411,63400,856,0.3,6.0,Milner,3
0,0,0,0,0,0,217989,0,0,0,0,0.0,0,3,0.0,0.0,0,Rafael,0.0,0,0,0.0,201,False,0.0,0,Joined Sporting CP on a permanent deal on 27/6,2019-07-02T09:00:13.203360Z,45,0,0,0,217989.jpg,0.0,0,0,Camacho,0.0,False,None,u,10,14,0.0,0,420,12,525,8,0.0,0.0,Camacho,0
0,0,0,75,None,0,195473,0,0,-2,2,0.0,0,4,0.0,1.0,0,Rhian,0.0,0,0,0.0,464,False,0.0,0,Ankle injury - 75% chance of playing,2019-12-17T22:00:15.297500Z,43,0,0,0,195473.jpg,0.0,0,0,Brewster,0.5,False,None,d,10,14,0.0,0,54125,915,63953,1380,0.0,0.0,Brewster,0
